Jackson proved that Liam noticed that Emma liked that James liked that a teacher liked that the princess wished that the dog supported that Anthony hoped that a girl said that a giraffe liked that a pen was collapsed .	prove ( agent = Jackson , ccomp = notice ( agent = Liam , ccomp = like ( agent = Emma , ccomp = like ( agent = James , ccomp = like ( agent = teacher , ccomp = wish ( agent = * princess , ccomp = support ( agent = * dog , ccomp = hope ( agent = Anthony , ccomp = say ( agent = girl , ccomp = like ( agent = giraffe , ccomp = collapse ( theme = pen ) ) ) ) ) ) ) ) ) ) )
A cat in the house was offered the cake by the boy beside a table .	offer ( recipient = cat ( nmod . in = * house ) , theme = * cake , agent = * boy ( nmod . beside = table ) )
The cat shattered the cake .	shatter ( agent = * cat , theme = * cake )
A politician ate the cake in a cup in the garden beside a bed in a house in a trailer in the car on the tree in the pod in a bag on a glacier in a condo .	eat ( agent = politician , theme = * cake ( nmod . in = cup ( nmod . in = * garden ( nmod . beside = bed ( nmod . in = house ( nmod . in = trailer ( nmod . in = * car ( nmod . on = * tree ( nmod . in = * pod ( nmod . in = bag ( nmod . on = glacier ( nmod . in = condo ) ) ) ) ) ) ) ) ) ) ) )
A shark burned Sophia .	burn ( agent = shark , theme = Sophia )
The girl shipped a journalist the rose beside a road .	ship ( agent = * girl , recipient = journalist , theme = * rose ( nmod . beside = road ) )
The girl juggled the shark .	juggle ( agent = * girl , theme = * shark )
Grayson hoped that a cobra changed .	hope ( agent = Grayson , ccomp = change ( theme = cobra ) )
The mouse sold the bird Lina .	sell ( agent = * mouse , recipient = * bird , theme = Lina )
Olivia wished that a hippo dusted .	wish ( agent = Olivia , ccomp = dust ( agent = hippo ) )
A cockroach cleaned the lollipop beside the stage .	clean ( agent = cockroach , theme = * lollipop ( nmod . beside = * stage ) )
A giraffe liked a shark .	like ( agent = giraffe , theme = shark )
Emma squeezed a bottle beside a chair .	squeeze ( agent = Emma , theme = bottle ( nmod . beside = chair ) )
Paula painted a donut .	paint ( agent = Paula , theme = donut )
Olivia baked Noah .	bake ( agent = Olivia , theme = Noah )
The shark lended a cake in a bag to a girl .	lend ( agent = * shark , theme = cake ( nmod . in = bag ) , recipient = girl )
The butterfly squeezed Liam .	squeeze ( agent = * butterfly , theme = Liam )
The donut on the mound was slid by a child on the computer .	slide ( theme = * donut ( nmod . on = * mound ) , agent = child ( nmod . on = * computer ) )
A sailor changed Lina .	change ( agent = sailor , theme = Lina )
Emma admired that a hippo painted .	admire ( agent = Emma , ccomp = paint ( agent = hippo ) )
A monkey liked that a cobra rolled .	like ( agent = monkey , ccomp = roll ( theme = cobra ) )
Paula gave the boy the bat .	give ( agent = Paula , recipient = * boy , theme = * bat )
Emma drew Lina .	draw ( agent = Emma , theme = Lina )
The zebra sold Ethan a cake in a cupboard in a castle on the road in the hole beside the trainee on the table in a house in a room in the box beside a sailor in a microwave .	sell ( agent = * zebra , recipient = Ethan , theme = cake ( nmod . in = cupboard ( nmod . in = castle ( nmod . on = * road ( nmod . in = * hole ( nmod . beside = * trainee ( nmod . on = * table ( nmod . in = house ( nmod . in = room ( nmod . in = * box ( nmod . beside = sailor ( nmod . in = microwave ) ) ) ) ) ) ) ) ) ) ) )
A teacher baked the chicken .	bake ( agent = teacher , theme = * chicken )
Emma shipped the baby a cake on the bed .	ship ( agent = Emma , recipient = * baby , theme = cake ( nmod . on = * bed ) )
Emma teleported the cake to Olivia .	teleport ( agent = Emma , theme = * cake , recipient = Olivia )
Paula hunted the mouse in a house .	hunt ( agent = Paula , theme = * mouse ( nmod . in = house ) )
Charlie slid the cake in the glass .	slide ( agent = Charlie , theme = * cake ( nmod . in = * glass ) )
Mason liked that Emma baked the cake beside a book .	like ( agent = Mason , ccomp = bake ( agent = Emma , theme = * cake ( nmod . beside = book ) ) )
Liam liked that a tourist teleported a game to Ryan .	like ( agent = Liam , ccomp = teleport ( agent = tourist , theme = game , recipient = Ryan ) )
The girl shattered a drink in a coffin .	shatter ( agent = * girl , theme = drink ( nmod . in = coffin ) )
A ball was blessed .	bless ( theme = ball )
A boy baked a girl .	bake ( agent = boy , theme = girl )
The dog in a bakery in the bag sneezed .	sneeze ( agent = * dog ( nmod . in = bakery ( nmod . in = * bag ) ) )
A girl on the stool on the table drew a frog .	draw ( agent = girl ( nmod . on = * stool ( nmod . on = * table ) ) , theme = frog )
The teacher thought that a cobra rolled .	think ( agent = * teacher , ccomp = roll ( theme = cobra ) )
A hero painted the hedgehog beside a house .	paint ( agent = hero , theme = * hedgehog ( nmod . beside = house ) )
A cat shipped a captain the chalk on the podium .	ship ( agent = cat , recipient = captain , theme = * chalk ( nmod . on = * podium ) )
A donut on a table grew .	grow ( theme = donut ( nmod . on = table ) )
Camila wished that Emma noticed that a butterfly admired that the professor believed that Mia liked that Liam appreciated that the giraffe liked that William proved that Zoe noticed that the zebra thought that Leo liked that Ava confessed that the plate burned .	wish ( agent = Camila , ccomp = notice ( agent = Emma , ccomp = admire ( agent = butterfly , ccomp = believe ( agent = * professor , ccomp = like ( agent = Mia , ccomp = appreciate ( agent = Liam , ccomp = like ( agent = * giraffe , ccomp = prove ( agent = William , ccomp = notice ( agent = Zoe , ccomp = think ( agent = * zebra , ccomp = like ( agent = Leo , ccomp = confess ( agent = Ava , ccomp = burn ( theme = * plate ) ) ) ) ) ) ) ) ) ) ) ) )
Hannah tossed a shark .	toss ( agent = Hannah , theme = shark )
A shark investigated .	investigate ( agent = shark )
The cockroach ate Emma .	eat ( agent = * cockroach , theme = Emma )
Liam burned a hedgehog .	burn ( agent = Liam , theme = hedgehog )
The manager said that a cockroach froze Emma .	say ( agent = * manager , ccomp = freeze ( agent = cockroach , theme = Emma ) )
The cockroach rented the cat a cookie in a room .	rent ( agent = * cockroach , recipient = * cat , theme = cookie ( nmod . in = room ) )
Paula juggled a cake .	juggle ( agent = Paula , theme = cake )
James valued that a cow liked that Liam said that Amelia said that a cat valued that a giraffe thought that Andrew thought that Emma liked that a bee expected that the girl hoped that the child confessed that a cake was found .	value ( agent = James , ccomp = like ( agent = cow , ccomp = say ( agent = Liam , ccomp = say ( agent = Amelia , ccomp = value ( agent = cat , ccomp = think ( agent = giraffe , ccomp = think ( agent = Andrew , ccomp = like ( agent = Emma , ccomp = expect ( agent = bee , ccomp = hope ( agent = * girl , ccomp = confess ( agent = * child , ccomp = find ( theme = cake ) ) ) ) ) ) ) ) ) ) ) )
A cat admired that a hippo talked .	admire ( agent = cat , ccomp = talk ( agent = hippo ) )
The cockroach attempted to paint .	attempt ( agent = * cockroach , xcomp = paint ( agent = * cockroach ) )
A girl liked that a hippo slept .	like ( agent = girl , ccomp = sleep ( agent = hippo ) )
The boy teleported a leaf to Emma .	teleport ( agent = * boy , theme = leaf , recipient = Emma )
Joseph shipped the teacher the donut .	ship ( agent = Joseph , recipient = * teacher , theme = * donut )
Liam shipped Emma the balloon on the stage .	ship ( agent = Liam , recipient = Emma , theme = * balloon ( nmod . on = * stage ) )
A cookie was blessed by Emma .	bless ( theme = cookie , agent = Emma )
A shark slid a resident .	slide ( agent = shark , theme = resident )
Luna hoped that the hippo ate .	hope ( agent = Luna , ccomp = eat ( agent = * hippo ) )
Sebastian squeezed a child .	squeeze ( agent = Sebastian , theme = child )
A dog fed the girl the hedgehog .	feed ( agent = dog , recipient = * girl , theme = * hedgehog )
Charlie gave William the purse on the stage .	give ( agent = Charlie , recipient = William , theme = * purse ( nmod . on = * stage ) )
The cockroach passed a cookie in a house to Emma .	pass ( agent = * cockroach , theme = cookie ( nmod . in = house ) , recipient = Emma )
Paula liked the girl beside the stage .	like ( agent = Paula , theme = * girl ( nmod . beside = * stage ) )
Luke shattered the cookie in the cabinet .	shatter ( agent = Luke , theme = * cookie ( nmod . in = * cabinet ) )
Sophia squeezed the donut .	squeeze ( agent = Sophia , theme = * donut )
Emma admired the book in a cubicle in a room beside the truck .	admire ( agent = Emma , theme = * book ( nmod . in = cubicle ( nmod . in = room ( nmod . beside = * truck ) ) ) )
A president floated Lina .	float ( agent = president , theme = Lina )
The cake in the house was painted .	paint ( theme = * cake ( nmod . in = * house ) )
The sailor in a house lended a biscuit on a table to a goose .	lend ( agent = * sailor ( nmod . in = house ) , theme = biscuit ( nmod . on = table ) , recipient = goose )
Ava expected that Noah rolled Paula .	expect ( agent = Ava , ccomp = roll ( agent = Noah , theme = Paula ) )
Paula preferred to sneeze .	prefer ( agent = Paula , xcomp = sneeze ( agent = Paula ) )
Ava baked the girl .	bake ( agent = Ava , theme = * girl )
The bear liked that a cobra split .	like ( agent = * bear , ccomp = split ( theme = cobra ) )
The cockroach wired the cake beside the table to a bear .	wire ( agent = * cockroach , theme = * cake ( nmod . beside = * table ) , recipient = bear )
The frog squeezed a cake beside a table .	squeeze ( agent = * frog , theme = cake ( nmod . beside = table ) )
Emma noticed that the shark sent a boy the lollipop .	notice ( agent = Emma , ccomp = send ( agent = * shark , recipient = boy , theme = * lollipop ) )
A cockroach inflated a boy .	inflate ( agent = cockroach , theme = boy )
Amelia admired that a spokesman liked that Madison confessed that Jayden hoped that a girl believed that Aiden proved that a bird hoped that a bear liked that Lucas imagined that Noah hoped that a boy liked that Ava ate .	admire ( agent = Amelia , ccomp = like ( agent = spokesman , ccomp = confess ( agent = Madison , ccomp = hope ( agent = Jayden , ccomp = believe ( agent = girl , ccomp = prove ( agent = Aiden , ccomp = hope ( agent = bird , ccomp = like ( agent = bear , ccomp = imagine ( agent = Lucas , ccomp = hope ( agent = Noah , ccomp = like ( agent = boy , ccomp = eat ( agent = Ava ) ) ) ) ) ) ) ) ) ) ) )
The shark loved to walk .	love ( agent = * shark , xcomp = walk ( agent = * shark ) )
Emma offered Paula to the dog .	offer ( agent = Emma , theme = Paula , recipient = * dog )
The baby believed that a girl teleported the cake beside the table to Liam .	believe ( agent = * baby , ccomp = teleport ( agent = girl , theme = * cake ( nmod . beside = * table ) , recipient = Liam ) )
Charlie liked a fruit beside the book .	like ( agent = Charlie , theme = fruit ( nmod . beside = * book ) )
Noah burned a shark in a corner .	burn ( agent = Noah , theme = shark ( nmod . in = corner ) )
A dog gave Olivia a cake on the table on a stool in the container on the bench on a plate .	give ( agent = dog , recipient = Olivia , theme = cake ( nmod . on = * table ( nmod . on = stool ( nmod . in = * container ( nmod . on = * bench ( nmod . on = plate ) ) ) ) ) )
Paula drew a pumpkin in the garden .	draw ( agent = Paula , theme = pumpkin ( nmod . in = * garden ) )
Paula helped a girl beside the table .	help ( agent = Paula , theme = girl ( nmod . beside = * table ) )
The lawyer hoped that the tourist believed that Ava teleported the cake beside the table to the girl .	hope ( agent = * lawyer , ccomp = believe ( agent = * tourist , ccomp = teleport ( agent = Ava , theme = * cake ( nmod . beside = * table ) , recipient = * girl ) ) )
A sailor supported that a girl poked Lina .	support ( agent = sailor , ccomp = poke ( agent = girl , theme = Lina ) )
Emma teleported the cake beside a table to the girl .	teleport ( agent = Emma , theme = * cake ( nmod . beside = table ) , recipient = * girl )
Amelia respected that a cockroach attempted to walk .	respect ( agent = Amelia , ccomp = attempt ( agent = cockroach , xcomp = walk ( agent = cockroach ) ) )
James liked that Dylan liked that Ava liked that the boy respected that Jack admired that the girl hoped that Michael floated .	like ( agent = James , ccomp = like ( agent = Dylan , ccomp = like ( agent = Ava , ccomp = respect ( agent = * boy , ccomp = admire ( agent = Jack , ccomp = hope ( agent = * girl , ccomp = float ( theme = Michael ) ) ) ) ) ) )
A visitor in the pile rolled a resident .	roll ( agent = visitor ( nmod . in = * pile ) , theme = resident )
A girl baked Mia .	bake ( agent = girl , theme = Mia )
The cockroach drew a tenant on a box .	draw ( agent = * cockroach , theme = tenant ( nmod . on = box ) )
Audrey preferred to crawl .	prefer ( agent = Audrey , xcomp = crawl ( agent = Audrey ) )
The girl shattered the cake on the bed .	shatter ( agent = * girl , theme = * cake ( nmod . on = * bed ) )
The butterfly hoped that a cobra collapsed .	hope ( agent = * butterfly , ccomp = collapse ( theme = cobra ) )
The soldier supported that the box was blessed by a boy .	support ( agent = * soldier , ccomp = bless ( theme = * box , agent = boy ) )
A shark rented the cake on a stage to Emma .	rent ( agent = shark , theme = * cake ( nmod . on = stage ) , recipient = Emma )
Charlie rolled a rose on a chair on the speaker .	roll ( agent = Charlie , theme = rose ( nmod . on = chair ( nmod . on = * speaker ) ) )
Olivia shattered Ethan .	shatter ( agent = Olivia , theme = Ethan )
Paula sketched William .	sketch ( agent = Paula , theme = William )
A biscuit was blessed by the goose .	bless ( theme = biscuit , agent = * goose )
Charlie heard Brooklyn .	hear ( agent = Charlie , theme = Brooklyn )
Jack shipped Victoria the cake on the chair .	ship ( agent = Jack , recipient = Victoria , theme = * cake ( nmod . on = * chair ) )
The girl in the vehicle needed to walk .	need ( agent = * girl ( nmod . in = * vehicle ) , xcomp = walk ( agent = * girl ( nmod . in = * vehicle ) ) )
Isabella shattered the brain .	shatter ( agent = Isabella , theme = * brain )
A girl shattered the boy .	shatter ( agent = girl , theme = * boy )
Charlie loved Emma .	love ( agent = Charlie , theme = Emma )
Olivia liked that the cockroach gave the cookie to Emma .	like ( agent = Olivia , ccomp = give ( agent = * cockroach , theme = * cookie , recipient = Emma ) )
The girl wished that a crocodile declared that the boy admired that Emma liked that Evelyn was passed a drink .	wish ( agent = * girl , ccomp = declare ( agent = crocodile , ccomp = admire ( agent = * boy , ccomp = like ( agent = Emma , ccomp = pass ( recipient = Evelyn , theme = drink ) ) ) ) )
A boy liked that a hippo ate .	like ( agent = boy , ccomp = eat ( agent = hippo ) )
Emma liked the cake beside the TV in a house beside a boat on the surface on the cloth beside the chair beside the table .	like ( agent = Emma , theme = * cake ( nmod . beside = * tv ( nmod . in = house ( nmod . beside = boat ( nmod . on = * surface ( nmod . on = * cloth ( nmod . beside = * chair ( nmod . beside = * table ) ) ) ) ) ) ) )
Emma sold Paula to Logan .	sell ( agent = Emma , theme = Paula , recipient = Logan )
The hippo saw .	see ( agent = * hippo )
Charlie rolled Zoe .	roll ( agent = Charlie , theme = Zoe )
A girl liked that a lion liked that a shark brought Elijah the cake .	like ( agent = girl , ccomp = like ( agent = lion , ccomp = bring ( agent = shark , recipient = Elijah , theme = * cake ) ) )
The girl liked that a fly liked that the goose liked that a dog confessed that the boy said that the giraffe liked that Olivia admired that a cat liked that Lucas hoped that a spokesman admired that Ryan hoped that Layla supported that a cake was thrown by the kid .	like ( agent = * girl , ccomp = like ( agent = fly , ccomp = like ( agent = * goose , ccomp = confess ( agent = dog , ccomp = say ( agent = * boy , ccomp = like ( agent = * giraffe , ccomp = admire ( agent = Olivia , ccomp = like ( agent = cat , ccomp = hope ( agent = Lucas , ccomp = admire ( agent = spokesman , ccomp = hope ( agent = Ryan , ccomp = support ( agent = Layla , ccomp = throw ( theme = cake , agent = * kid ) ) ) ) ) ) ) ) ) ) ) ) )
The coach liked that a hippo examined .	like ( agent = * coach , ccomp = examine ( agent = hippo ) )
The shark gave a strawberry beside the bed to Logan .	give ( agent = * shark , theme = strawberry ( nmod . beside = * bed ) , recipient = Logan )
Samuel noticed that Emma supported that Noah meant that Victoria liked that Jacob sent Liam the donut in a car .	notice ( agent = Samuel , ccomp = support ( agent = Emma , ccomp = mean ( agent = Noah , ccomp = like ( agent = Victoria , ccomp = send ( agent = Jacob , recipient = Liam , theme = * donut ( nmod . in = car ) ) ) ) ) )
Noah liked that Liam rolled Lina .	like ( agent = Noah , ccomp = roll ( agent = Liam , theme = Lina ) )
The mouse liked that the cobra froze .	like ( agent = * mouse , ccomp = freeze ( theme = * cobra ) )
A box was blessed .	bless ( theme = box )
Charlie called the cake beside the baron .	call ( agent = Charlie , theme = * cake ( nmod . beside = * baron ) )
Scarlett shipped Olivia a bell on a table .	ship ( agent = Scarlett , recipient = Olivia , theme = bell ( nmod . on = table ) )
James squeezed the scarf on the table .	squeeze ( agent = James , theme = * scarf ( nmod . on = * table ) )
Ava noticed that Matthew liked that Amelia tolerated that Emily noticed that Lincoln liked that Liam liked that Penelope liked that William ate .	notice ( agent = Ava , ccomp = like ( agent = Matthew , ccomp = tolerate ( agent = Amelia , ccomp = notice ( agent = Emily , ccomp = like ( agent = Lincoln , ccomp = like ( agent = Liam , ccomp = like ( agent = Penelope , ccomp = eat ( agent = William ) ) ) ) ) ) ) )
Oliver liked that Noah noticed that David appreciated that Avery mailed a cake to a girl .	like ( agent = Oliver , ccomp = notice ( agent = Noah , ccomp = appreciate ( agent = David , ccomp = mail ( agent = Avery , theme = cake , recipient = girl ) ) ) )
Abigail expected that the hippo cooked .	expect ( agent = Abigail , ccomp = cook ( agent = * hippo ) )
Leah teleported the cake to Isabella .	teleport ( agent = Leah , theme = * cake , recipient = Isabella )
Ryan shattered a basket .	shatter ( agent = Ryan , theme = basket )
The butterfly froze Paula .	freeze ( agent = * butterfly , theme = Paula )
John noticed that a girl hoped that Liam imagined that the donut rolled .	notice ( agent = John , ccomp = hope ( agent = girl , ccomp = imagine ( agent = Liam , ccomp = roll ( theme = * donut ) ) ) )
Charlie drew Natalie .	draw ( agent = Charlie , theme = Natalie )
A boy squeezed the block on a tree .	squeeze ( agent = boy , theme = * block ( nmod . on = tree ) )
Henry teleported a rose to Emma .	teleport ( agent = Henry , theme = rose , recipient = Emma )
Noah imagined that Emma supported that Paula wanted to dance .	imagine ( agent = Noah , ccomp = support ( agent = Emma , ccomp = want ( agent = Paula , xcomp = dance ( agent = Paula ) ) ) )
Ava valued that the hippo talked .	value ( agent = Ava , ccomp = talk ( agent = * hippo ) )
Emma appreciated a hedgehog .	appreciate ( agent = Emma , theme = hedgehog )
A hen tolerated that a writer confessed that a sheep believed that Asher confessed that the donkey liked that the bird believed that Amelia liked that Evelyn confessed that the girl confessed that a knife was enlarged .	tolerate ( agent = hen , ccomp = confess ( agent = writer , ccomp = believe ( agent = sheep , ccomp = confess ( agent = Asher , ccomp = like ( agent = * donkey , ccomp = believe ( agent = * bird , ccomp = like ( agent = Amelia , ccomp = confess ( agent = Evelyn , ccomp = confess ( agent = * girl , ccomp = enlarge ( theme = knife ) ) ) ) ) ) ) ) ) )
The guest liked that Emma said that a student liked that a bird said that James proved that the scientist liked that Charlotte hoped that a wolf said that Ava hoped that Olivia liked that the donut floated .	like ( agent = * guest , ccomp = say ( agent = Emma , ccomp = like ( agent = student , ccomp = say ( agent = bird , ccomp = prove ( agent = James , ccomp = like ( agent = * scientist , ccomp = hope ( agent = Charlotte , ccomp = say ( agent = wolf , ccomp = hope ( agent = Ava , ccomp = like ( agent = Olivia , ccomp = float ( theme = * donut ) ) ) ) ) ) ) ) ) ) )
Paula hunted the cat in the house .	hunt ( agent = Paula , theme = * cat ( nmod . in = * house ) )
Emma baked the seed .	bake ( agent = Emma , theme = * seed )
Mia shattered the brain .	shatter ( agent = Mia , theme = * brain )
A girl in the house slept .	sleep ( agent = girl ( nmod . in = * house ) )
The teacher respected that a hippo ran .	respect ( agent = * teacher , ccomp = run ( agent = hippo ) )
Ava thought that the boy supported that Charlie studied .	think ( agent = Ava , ccomp = support ( agent = * boy , ccomp = study ( agent = Charlie ) ) )
A girl lended Liam the shark in the car .	lend ( agent = girl , recipient = Liam , theme = * shark ( nmod . in = * car ) )
The girl noticed that a hippo noticed .	notice ( agent = * girl , ccomp = notice ( agent = hippo ) )
Liam shattered the chicken .	shatter ( agent = Liam , theme = * chicken )
The girl liked that the cobra burned .	like ( agent = * girl , ccomp = burn ( theme = * cobra ) )
Anthony baked a girl .	bake ( agent = Anthony , theme = girl )
James itched to crawl .	itch ( agent = James , xcomp = crawl ( agent = James ) )
Emma gave a girl a jigsaw on a stage beside a table in a bag in the house beside a road in the envelope in the drawer on a corpse on a plaque .	give ( agent = Emma , recipient = girl , theme = jigsaw ( nmod . on = stage ( nmod . beside = table ( nmod . in = bag ( nmod . in = * house ( nmod . beside = road ( nmod . in = * envelope ( nmod . in = * drawer ( nmod . on = corpse ( nmod . on = plaque ) ) ) ) ) ) ) ) ) )
Noah gave Elizabeth Lina .	give ( agent = Noah , recipient = Elizabeth , theme = Lina )
Ava gave a gumball in a closet in the house on the table on the stack in a room in a garden to a turtle .	give ( agent = Ava , theme = gumball ( nmod . in = closet ( nmod . in = * house ( nmod . on = * table ( nmod . on = * stack ( nmod . in = room ( nmod . in = garden ) ) ) ) ) ) , recipient = turtle )
The girl painted a hedgehog beside a mirror .	paint ( agent = * girl , theme = hedgehog ( nmod . beside = mirror ) )
Harper appreciated that Paula sold Emma a cake .	appreciate ( agent = Harper , ccomp = sell ( agent = Paula , recipient = Emma , theme = cake ) )
The girl baked a cake on a seat .	bake ( agent = * girl , theme = cake ( nmod . on = seat ) )
A baby wished to crawl .	wish ( agent = baby , xcomp = crawl ( agent = baby ) )
The boy gave the hedgehog on a TV to Emma .	give ( agent = * boy , theme = * hedgehog ( nmod . on = tv ) , recipient = Emma )
The baby liked that Benjamin forwarded Paula to the boy .	like ( agent = * baby , ccomp = forward ( agent = Benjamin , theme = Paula , recipient = * boy ) )
Aria respected that the liver was blessed by Emma .	respect ( agent = Aria , ccomp = bless ( theme = * liver , agent = Emma ) )
The child rolled Lina .	roll ( agent = * child , theme = Lina )
Henry hoped that the child hoped that a cat noticed that Emma liked that the customer liked that a horse appreciated that the baby liked that Aurora liked that a girl expected that Logan liked that a bird gave a donut in a wardrobe to Noah .	hope ( agent = Henry , ccomp = hope ( agent = * child , ccomp = notice ( agent = cat , ccomp = like ( agent = Emma , ccomp = like ( agent = * customer , ccomp = appreciate ( agent = horse , ccomp = like ( agent = * baby , ccomp = like ( agent = Aurora , ccomp = expect ( agent = girl , ccomp = like ( agent = Logan , ccomp = give ( agent = bird , theme = donut ( nmod . in = wardrobe ) , recipient = Noah ) ) ) ) ) ) ) ) ) ) )
Paula adored the donut on a seat .	adore ( agent = Paula , theme = * donut ( nmod . on = seat ) )
Liam squeezed the dog in the car .	squeeze ( agent = Liam , theme = * dog ( nmod . in = * car ) )
The captain shattered a donut beside the road .	shatter ( agent = * captain , theme = donut ( nmod . beside = * road ) )
The girl beside a table was given a box .	give ( recipient = * girl ( nmod . beside = table ) , theme = box )
The mouse squeezed a butterfly beside the toy .	squeeze ( agent = * mouse , theme = butterfly ( nmod . beside = * toy ) )
